Drug Name,Description,URL,License Note,License URL,cid,SMILES
BIMOSIAMOSE DISODIUM,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/7AK2FKB9AW,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[11520819],C1=CC(=CC(=C1)C2=C(C=CC(=C2)CCCCCCC3=CC(=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)C5=CC=CC(=C5)CC(=O)[O-])OC6C(C(C(C(O6)CO)O)O)O)CC(=O)[O-].[Na+].[Na+]
SCH-50911 FREE BASE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/13OB0KEU61,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[5311429],CC1(COC(CN1)CC(=O)O)C
5-(4'-((2-BUTYL-4-CHLORO-5-(((1-METHYLETHYL)OXY)METHYL)-1H-IMIDAZOL-1-YL)METHYL)BIPHENYL-2-YL)-1H-TETRAZOLE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/WQM06UNU9Y,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[59585381],CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)COC(C)C)Cl
AMAROLIDE DIACETATE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/7J67536P9F,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[14781224],CC1CC(C(=O)C2(C1CC3C4(C2C(C(=O)C(C4CC(=O)O3)C)OC(=O)C)C)C)OC(=O)C
PROTHIPENDYL HYDROCHLORIDE MONOHYDRATE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/9G1ILH80SA,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[24844799],CN(C)CCCN1C2=CC=CC=C2SC3=C1N=CC=C3.O.Cl
PHENYLBUTAZONE PIPERAZINE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/0J1026H8UB,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[78682],CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3.C1CNCCN1
"9.BETA.,10.ALPHA.-PREGNA-4,6,8(14)-TRIENE-3,20-DIONE","The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/LJ088CWL1E,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[71587052],CC(=O)C1CCC2=C3C=CC4=CC(=O)CCC4(C3CCC12C)C
HISTIDINE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/4QD397987E,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[6274],C1=C(NC=N1)CC(C(=O)O)N
"1-PHENYL-1-(2,5-XYLYL)ETHANE","The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/3737UVL532,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[110796],CC1=CC(=C(C=C1)C)C(C)C2=CC=CC=C2
"DIBENZO(A,L)PYRENE","The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/G3X629VE4A,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[9119],C1=CC=C2C(=C1)C=C3C=CC4=C5C3=C2C6=CC=CC=C6C5=CC=C4
PABULENOL,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/1P9F66D29E,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[3009225],CC(=C)C(COC1=C2C=CC(=O)OC2=CC3=C1C=CO3)O
CADAVERINE DIHYDROCHLORIDE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/84700R84PB,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[80282],C(CCN)CCN.Cl.Cl
"(2-METHYLCYCLOHEXYL)SULFAMIC ACID, CIS-","The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/X3G6I25V6C,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[13115367],CC1CCCCC1NS(=O)(=O)O
"1,4-DIHYDRO-1-METHYL-4-OXO-3-PYRIDINECARBOXAMIDE","The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/VE4S15CI8D,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[440810],CN1C=CC(=O)C(=C1)C(=O)N
EFLUCIMIBE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/3DK1X2C37M,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[9804740],CCCCCCCCCCCCSC(C1=CC=CC=C1)C(=O)NC2=C(C(=C(C(=C2)C)O)C)C
MANGANESE IODIDE TETRAHYDRATE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/3H13JJE2JP,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[17846439],O.O.O.O.[Mn+2].[I-].[I-]
"2,2-DIETHOXYACETOPHENONE","The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/W4BCZ1MAK3,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[22555],CCOC(C(=O)C1=CC=CC=C1)OCC
3-((DIMETHYLAMINO)METHYL)-4-HYDROXY BUTYL ESTER BENZOIC ACID,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/EJ6Z67N2X1,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[22677],CCCCOC(=O)C1=CC(=C(C=C1)O)CN(C)C
"2,3,3',4,4',6-HEXACHLORODIPHENYL ETHER","The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/C95925Y35C,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[21629291],C1=CC(=C(C=C1OC2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl
"2,5-XYLENOL","The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/XH3E3564KX,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[7267],CC1=CC(=C(C=C1)C)O
"2,2'-(1,4-PIPERAZINEDIYL)BIS-3,5-PYRIDINEDIAMINE","The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/G6KV945IAB,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[287772],C1CN(CCN1C2=C(C=C(C=N2)N)N)C3=C(C=C(C=N3)N)N
"5-FLUOROTRYPTOPHAN, D-","The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/7X85O74VU5,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[688358],C1=CC2=C(C=C1F)C(=CN2)CC(C(=O)O)N
FLORTAUCIPIR F-18,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/T1JP1KYU9O,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[70957463],C1=CC2=C(C=C1C3=CN=C(C=C3)F)NC4=C2C=NC=C4
"METHYL 2-OCTENOATE, (E)-","The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/9EN9V40J78,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[5364532],CCCCCC=CC(=O)OC
3-(OCTYLTHIO)PROPANENITRILE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/3AL779JDTA,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[247772],CCCCCCCCSCCC#N
DAMMARADIENOL,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/5F4WK8ZA3O,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[13893946],CC(=CCCC(=C)C1CCC2(C1CCC3C2(CCC4C3(CCC(C4(C)C)O)C)C)C)C
1-CHLORO-2-(CHLOROMETHYL)-3-FLUOROBENZENE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/A581KL6ZPN,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[108675],C1=CC(=C(C(=C1)Cl)CCl)F
"1,2,3,4,6-PENTACHLORODIBENZO-P-DIOXIN","The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/R8LZ311J18,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[48890],C1=CC2=C(C(=C1)Cl)OC3=C(O2)C(=C(C(=C3Cl)Cl)Cl)Cl
6-BENZAMIDOPURINE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/7BQB2WI1II,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[97075],C1=CC=C(C=C1)C(=O)NC2=NC=NC3=C2NC=N3
"6,6'-DITHIOBIS(2-NAPHTHOL)","The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/Y4YW3C2D2S,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[22463],C1=CC2=C(C=CC(=C2)SSC3=CC4=C(C=C3)C=C(C=C4)O)C=C1O
ETHYNYLESTRADIOL 3-SULFATE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/67P0FM71OZ,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[68575],CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OS(=O)(=O)O
"3',5'-DICHLORO-2-HYDROXY-2-METHYLBUT-3-ENANILIDE","The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/U6Y06GAX2T,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[115209],CC(C=C)(C(=O)NC1=CC(=CC(=C1)Cl)Cl)O
BUPRANOLOL,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/858YGI5PIT,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[2475],CC1=CC(=C(C=C1)Cl)OCC(CNC(C)(C)C)O
"CISPENTACIN, (±)-","The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/9ZJP849D4I,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[73305],C1CC(C(C1)N)C(=O)O
ASPERFLAVIN,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/6E7PB8M04P,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[14355112],CC1(CC2=CC3=CC(=CC(=C3C(=C2C(=O)C1)O)OC)O)O
LAROPIPRANT,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/G7N11T8O78,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[9867642],CS(=O)(=O)C1=CC(=CC2=C1N(C3=C2CCC3CC(=O)O)CC4=CC=C(C=C4)Cl)F
MALEANILIC ACID,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/34WZT58X7C,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[1550938],C1=CC=C(C=C1)NC(=O)C=CC(=O)O
"N,N'-BIS(2,3-DIHYDROXYPROPYL)-2-(HYDROXYMETHYL)-5,7-DIIODO-3,4-DIHYDRO-2H-1,4-BENZOXAZINE-6,8-DICARBOXAMIDE","The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/Y2Z89O65DS,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[71587618],C1C(OC2=C(C(=C(C(=C2N1)I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)CO
